wairlinewarrivalwarrival_timewdatewdeparturewdeparture_timewoverall_hourwpricewlinks
37w에어아시아엑스wSINw20:45w2020.04.08wICNw09:45w12시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.08.&fareType=Y&selectedFlight=1:20200408ICNKULD70507%2B20200408KULSINAK0721:A01:HK:D7
38w에어아시아엑스wSINw08:30w2020.04.08wICNw16:25w17시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.08.&fareType=Y&selectedFlight=1:20200408ICNKULD70505%2B20200409KULSINAK0703:A01:HK:D7
39w에어아시아엑스wSINw10:50w2020.04.08wICNw16:25w19시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.08.&fareType=Y&selectedFlight=1:20200408ICNKULD70505%2B20200409KULSINAK0707:A01:HK:D7
40w에어아시아엑스wSINw09:30w2020.04.09wICNw16:25w18시간w105,905whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.09.&fareType=Y&selectedFlight=1:20200409ICNKULD70505%2B20200410KULSIND70672:A01:HK:D7
41w에어아시아엑스wSINw18:30w2020.04.09wICNw09:45w09시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.09.&fareType=Y&selectedFlight=1:20200409ICNKULD70507%2B20200409KULSINAK0717:A01:HK:D7
42w에어아시아엑스wSINw20:00w2020.04.09wICNw09:45w11시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.09.&fareType=Y&selectedFlight=1:20200409ICNKULD70507%2B20200409KULSINAK0719:A01:HK:D7
43w에어아시아엑스wSINw20:45w2020.04.09wICNw09:45w12시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.09.&fareType=Y&selectedFlight=1:20200409ICNKULD70507%2B20200409KULSINAK0721:A01:HK:D7
44w에어아시아엑스wSINw22:30w2020.04.09wICNw09:45w13시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.09.&fareType=Y&selectedFlight=1:20200409ICNKULD70507%2B20200409KULSINAK0723:A01:HK:D7
45w에어아시아엑스wSINw18:30w2020.04.10wICNw09:45w09시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.10.&fareType=Y&selectedFlight=1:20200410ICNKULD70507%2B20200410KULSINAK0717:A01:HK:D7
46w에어아시아엑스wSINw20:00w2020.04.10wICNw09:45w11시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.10.&fareType=Y&selectedFlight=1:20200410ICNKULD70507%2B20200410KULSINAK0719:A01:HK:D7
47w에어아시아엑스wSINw20:45w2020.04.10wICNw09:45w12시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.10.&fareType=Y&selectedFlight=1:20200410ICNKULD70507%2B20200410KULSINAK0721:A01:HK:D7
48w에어아시아엑스wSINw22:30w2020.04.10wICNw09:45w13시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.10.&fareType=Y&selectedFlight=1:20200410ICNKULD70507%2B20200410KULSINAK0723:A01:HK:D7
49w에어아시아엑스wSINw08:30w2020.04.10wICNw16:25w17시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.10.&fareType=Y&selectedFlight=1:20200410ICNKULD70505%2B20200411KULSINAK0703:A01:HK:D7
50w에어아시아엑스wSINw18:30w2020.04.11wICNw09:45w09시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.11.&fareType=Y&selectedFlight=1:20200411ICNKULD70507%2B20200411KULSINAK0717:A01:HK:D7
51w에어아시아엑스wSINw20:00w2020.04.11wICNw09:45w11시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.11.&fareType=Y&selectedFlight=1:20200411ICNKULD70507%2B20200411KULSINAK0719:A01:HK:D7
52w에어아시아엑스wSINw20:45w2020.04.11wICNw09:45w12시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.11.&fareType=Y&selectedFlight=1:20200411ICNKULD70507%2B20200411KULSINAK0721:A01:HK:D7
53w에어아시아엑스wSINw08:30w2020.04.11wICNw16:25w17시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.11.&fareType=Y&selectedFlight=1:20200411ICNKULD70505%2B20200412KULSINAK0703:A01:HK:D7
54w에어아시아엑스wSINw08:30w2020.04.11wICNw09:45w23시간w108,909whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.11.&fareType=Y&selectedFlight=1:20200411ICNKULD70507%2B20200412KULSINAK0703:A01:HK:D7
55w에어아시아엑스wSINw10:50w2020.04.12wICNw16:25w19시간w115,496whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.12.&fareType=Y&selectedFlight=1:20200412ICNKULD70505%2B20200413KULSINAK0707:A01:HK:D7
56w에어아시아엑스wSINw13:40w2020.04.12wICNw16:25w22시간w116,424whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.12.&fareType=Y&selectedFlight=1:20200412ICNKULD70505%2B20200413KULSIND70678:A01:HK:D7
57w에어아시아엑스wSINw15:40w2020.04.12wICNw16:25w24시간w117,906whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.12.&fareType=Y&selectedFlight=1:20200412ICNKULD70505%2B20200413KULSINAK0715:A01:HK:D7
58w에어아시아엑스wSINw08:30w2020.04.12wICNw16:25w17시간w147,797whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.12.&fareType=Y&selectedFlight=1:20200412ICNKULD70505%2B20200413KULSINAK0703:A01:HK:D7
59w에어아시아엑스wSINw08:30w2020.04.12wICNw09:45w23시간w150,207whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.12.&fareType=Y&selectedFlight=1:20200412ICNKULD70507%2B20200413KULSINAK0703:A01:HK:D7
60w에어아시아엑스wSINw08:30w2020.04.13wICNw16:25w17시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.13.&fareType=Y&selectedFlight=1:20200413ICNKULD70505%2B20200414KULSINAK0703:A01:HK:D7
61w에어아시아엑스wSINw10:50w2020.04.13wICNw16:25w19시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.13.&fareType=Y&selectedFlight=1:20200413ICNKULD70505%2B20200414KULSINAK0707:A01:HK:D7
62w에어아시아엑스wSINw08:30w2020.04.13wICNw09:45w23시간w108,909whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.13.&fareType=Y&selectedFlight=1:20200413ICNKULD70507%2B20200414KULSINAK0703:A01:HK:D7
63w에어아시아엑스wSINw15:40w2020.04.13wICNw16:25w24시간w108,909whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.13.&fareType=Y&selectedFlight=1:20200413ICNKULD70505%2B20200414KULSINAK0715:A01:HK:D7
64w에어아시아엑스wSINw18:30w2020.04.13wICNw09:45w09시간w115,496whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.13.&fareType=Y&selectedFlight=1:20200413ICNKULD70507%2B20200413KULSINAK0717:A01:HK:D7
65w에어아시아엑스wSINw18:30w2020.04.14wICNw09:45w09시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.14.&fareType=Y&selectedFlight=1:20200414ICNKULD70507%2B20200414KULSINAK0717:A01:HK:D7
66w에어아시아엑스wSINw20:00w2020.04.14wICNw09:45w11시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.14.&fareType=Y&selectedFlight=1:20200414ICNKULD70507%2B20200414KULSINAK0719:A01:HK:D7
67w에어아시아엑스wSINw20:45w2020.04.14wICNw09:45w12시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.14.&fareType=Y&selectedFlight=1:20200414ICNKULD70507%2B20200414KULSINAK0721:A01:HK:D7
